episode,reward
502,-0.7
503,-0.7
504,1.4500000000000002
505,1.2
506,-0.55
507,1.5
508,1.6
509,1.1
510,1.2
511,1.2
512,-0.95
513,1.5499999999999998
514,1.15
515,1.2
516,-0.6
517,1.35
518,1.15
519,-0.7
520,1.35
521,-0.19999999999999996
522,-0.5499999999999999
523,1.15
524,1.5
525,1.2
526,1.2
527,1.85
528,1.4
529,1.25
530,1.75
531,1.25
532,1.15
533,1.35
534,1.6
535,1.15
536,1.15
537,1.25
538,1.4
539,1.15
540,-0.6499999999999999
541,1.2
542,1.45
543,-0.5
544,-0.4
545,1.15
546,1.35
547,1.25
548,1.35
549,1.25
550,1.2
551,1.3
552,1.3
553,1.25
554,-0.65
555,1.3
556,-0.7
557,1.45
558,1.3
559,1.2
560,-0.5
561,1.4
562,1.25
563,1.45
564,-0.6
565,1.25
566,1.15
567,1.4
568,1.25
569,-0.7
570,1.45
571,1.4
572,-0.55
573,1.2
574,1.2
575,1.25
576,-0.45000000000000007
577,1.05
578,-0.95
579,1.15
580,1.2
581,1.5
582,1.4
583,1.2
584,-0.5
585,-0.65
586,1.15
587,1.25
588,1.5
589,1.25
590,1.4
591,1.4500000000000002
592,1.5499999999999998
593,-0.75
594,1.45
595,1.2
596,-0.8
597,1.35
598,1.15
599,1.7
600,-0.7
601,1.15
602,1.2
603,1.3
604,-0.25
605,1.3
606,-0.8
607,-0.7
608,-0.65
609,1.2
610,-0.44999999999999996
611,-0.25
612,-0.9
613,1.55
614,1.25
615,1.15
616,1.35
617,-0.5
618,1.25
619,1.2
620,1.45
621,1.3
622,1.35
623,-0.75
624,1.15
625,1.15
626,-0.55
627,-0.75
628,1.15
629,1.35
630,1.25
631,1.15
632,1.15
633,1.1
634,-0.65
635,1.35
636,1.3
637,1.35
638,1.3
639,1.35
640,-0.8
641,1.45
642,-0.85
643,1.4
644,-0.9
645,1.2
646,1.45
647,1.4
648,1.55
649,1.7
650,1.25
651,1.5
652,-0.8
653,1.25
654,1.3
655,1.25
656,1.15
657,1.1
658,1.2
659,1.25
660,1.35
661,1.5
662,1.85
663,1.25
664,1.4
665,1.25
666,1.4
667,1.45
668,1.55
669,-0.55
670,1.25
671,-0.5
672,1.3
673,1.45
674,1.15
675,1.25
676,1.35
677,-0.8
678,1.15
679,-0.75
680,-0.7
681,1.5499999999999998
682,1.2
683,1.05
684,1.2
685,1.1
686,1.3
687,-0.8
688,1.2
689,1.3
690,1.2
691,1.25
692,1.7
693,1.35
694,-0.9
695,-0.09999999999999998
696,1.3
697,-0.65
698,1.25
699,-0.55
700,1.2
701,1.15
702,1.2
703,1.3
704,1.2
705,-0.8
706,-0.6
707,1.3
708,1.65
709,1.2
710,1.35
711,1.1
712,1.5499999999999998
713,-0.20000000000000007
714,1.15
715,1.1
716,-0.9
717,1.3
718,1.3
719,1.7
720,1.2
721,1.1
722,1.25
723,1.25
724,-0.35
725,1.05
726,1.3
727,1.25
728,1.2
729,-0.8
730,1.5499999999999998
731,1.2
732,1.05
733,1.4
734,-0.9
735,1.25
736,1.45
737,1.35
738,1.5
739,1.5
740,1.2
741,1.25
742,1.15
743,1.3
744,1.3
745,1.55
746,1.45
747,1.25
748,1.35
749,1.2
750,-0.8
751,1.65
752,1.35
753,1.2
754,1.35
755,1.45
756,1.4
757,1.2
758,1.45
759,1.1
760,1.4500000000000002
761,-0.75
762,1.2
763,1.3
764,1.5499999999999998
765,-0.30000000000000004
766,1.15
767,1.3
768,1.2
769,1.2
770,1.45
771,1.05
772,-0.85
773,1.25
774,1.1
775,1.1
776,1.15
777,1.2
778,-0.7
779,1.5
780,1.3
781,-0.95
782,1.25
783,1.05
784,1.05
785,1.25
786,1.25
787,1.5
788,-0.55
789,1.4
790,-0.44999999999999996
791,1.2
792,1.6
793,1.2
794,1.35
795,1.45
796,1.5
797,1.2
798,1.4
799,1.05
800,1.2
801,1.3
802,1.5
803,1.45
804,1.05
805,1.2
806,1.2
807,1.05
808,1.5
809,1.35
810,1.4
811,1.3
812,1.45
813,1.25
814,-0.65
815,1.45
816,1.1
817,1.35
818,-0.8
819,1.3
820,1.15
821,-0.1499999999999999
822,1.4
823,1.3
824,-0.95
825,1.2
826,-0.7
827,1.6
828,-0.6499999999999999
829,1.3
830,1.3
831,-0.35
832,1.2
833,1.45
834,1.25
835,1.2
836,-0.8
837,1.25
838,1.4
839,1.25
840,1.05
841,1.05
842,-0.45000000000000007
843,-0.55
844,1.45
845,1.25
846,1.2
847,1.4
848,1.2
849,1.4
850,1.25
851,1.25
852,1.3
853,1.6
854,1.5499999999999998
855,1.55
856,1.25
857,-0.85
858,1.4500000000000002
859,1.4
860,1.2
861,1.45
862,-0.75
863,1.1
864,-0.35
865,1.5
866,1.25
867,-0.65
868,1.65
869,1.65
870,1.15
871,1.65
872,1.45
873,1.3
874,-0.7
875,1.5
876,1.4
877,1.4
878,1.5
879,1.35
880,-0.9
881,1.2
882,1.5
883,1.25
884,1.15
885,1.35
886,1.15
887,1.2
888,1.45
889,-0.7
890,1.25
891,1.4
892,-0.65
893,1.2
894,1.25
895,-0.7
896,1.35
897,1.35
898,1.2
899,1.5
900,1.3
901,-0.75
902,1.3
903,1.25
904,1.25
905,1.15
906,1.35
907,-0.95
908,1.1
909,1.5
910,1.2
911,1.05
912,1.4500000000000002
913,1.3
914,1.2
915,1.15
916,1.2
917,1.2
918,1.5499999999999998
919,1.1
920,1.4
921,1.2
922,1.3
923,1.05
924,-0.75
925,1.05
926,-0.75
927,1.15
928,1.25
929,1.3
930,1.35
931,1.6
932,1.2
933,1.2
934,1.3
935,-0.5
936,-0.8
937,1.3
938,1.15
939,1.55
940,1.3
941,1.05
942,1.2
943,1.35
944,1.3
945,1.25
946,1.45
947,1.5
948,1.25
949,1.4
950,1.3
951,1.5
952,1.3
953,1.1
954,1.2
955,1.2
956,1.25
957,1.35
958,-0.9
959,1.05
960,-1.0
961,1.5
962,1.2
963,1.25
964,1.45
965,1.35
966,1.45
967,1.2
968,1.3
969,1.35
970,1.15
971,1.15
972,1.2
973,1.15
974,1.5
975,1.15
976,1.45
977,1.4
978,1.85
979,-0.5
980,-0.95
981,1.45
982,1.05
983,1.15
984,1.25
985,1.3
986,1.25
987,1.2
988,1.5
989,1.25
990,-0.55
991,1.3
992,1.2
993,1.25
994,1.5
995,-0.7
996,-0.65
997,1.5
998,-0.7
999,1.1
1000,1.4500000000000002
1001,1.4
1002,1.2
1003,1.3
1004,1.3
1005,1.35
1006,1.25
1007,-0.7
1008,1.15
1009,1.45
1010,1.45
1011,-0.55
1012,1.4500000000000002
1013,1.3
1014,1.15
1015,1.2
1016,1.3
1017,-0.75
1018,1.75
1019,1.05
1020,1.15
1021,1.3
1022,1.3
1023,-0.6
1024,1.35
1025,1.2
1026,1.35
1027,1.3
1028,1.4
1029,-0.5
1030,1.3
1031,1.55
1032,1.2
1033,1.45
1034,1.2
1035,1.2
1036,-0.9
1037,1.25
1038,1.55
1039,1.1
1040,1.3
1041,1.2
1042,1.35
1043,1.15
1044,1.35
1045,1.15
1046,1.05
1047,1.45
1048,-0.6
1049,1.4
1050,1.35
1051,1.3
1052,1.2
1053,1.35
1054,-0.09999999999999998
1055,1.05
1056,1.35
1057,1.15
1058,-0.55
1059,1.15
1060,1.15
1061,1.25
1062,1.25
1063,1.3
1064,1.5
1065,1.3
1066,1.4
1067,1.4
1068,1.3
1069,1.15
1070,1.3
1071,1.3
1072,1.3
1073,1.3
1074,1.2
1075,1.2
1076,-0.29999999999999993
1077,1.15
1078,1.4
1079,-0.35
1080,-0.95
1081,1.15
1082,-0.8
1083,1.15
1084,1.4
1085,1.4
1086,1.15
1087,1.4
1088,1.4
1089,1.35
1090,1.5
1091,1.2
1092,1.2
1093,1.2
1094,1.4
1095,1.25
1096,-0.5
1097,1.15
1098,1.2
1099,1.25
1100,1.15
1101,-0.5
1102,-0.7
1103,1.35
1104,1.15
1105,-0.6000000000000001
1106,1.3
1107,1.35
1108,1.2
1109,1.15
1110,1.05
1111,1.5
1112,-0.65
1113,1.15
1114,1.35
1115,1.45
1116,-0.5
1117,1.05
1118,1.6
1119,1.2
1120,1.3
1121,1.25
1122,1.4
1123,-0.85
1124,1.4
1125,1.3
1126,1.35
1127,1.4
1128,1.4
1129,1.05
1130,1.4
1131,1.4
1132,1.2
1133,1.4
1134,1.15
1135,1.45
1136,1.3
1137,1.5
1138,1.35
1139,1.4
1140,1.15
1141,1.25
1142,1.05
1143,1.4
1144,-0.85
1145,1.1
1146,1.35
1147,1.45
1148,1.25
1149,1.15
1150,1.2
1151,1.35
1152,-0.8
1153,1.3
1154,1.3
1155,1.35
1156,1.45
1157,1.1
1158,1.5
1159,1.05
1160,-0.6499999999999999
1161,1.35
1162,1.4
1163,1.2
1164,-0.65
1165,1.35
1166,-0.5
1167,1.25
1168,1.25
1169,1.4
1170,1.1
1171,1.1
1172,-0.44999999999999996
1173,1.4
1174,-0.9
1175,1.05
1176,1.4
1177,1.3
1178,1.4
1179,1.35
1180,1.35
1181,1.75
1182,1.15
1183,1.2
1184,1.15
1185,1.3
1186,1.3
1187,1.1
1188,-0.35
1189,1.25
1190,1.2
1191,1.25
1192,1.05
1193,1.05
1194,1.3
1195,1.35
1196,1.5
1197,1.15
1198,1.4
1199,1.2
1200,-0.6499999999999999
1201,1.4
1202,1.4
1203,1.3
1204,1.4500000000000002
1205,-0.85
1206,1.4
1207,1.2
1208,1.45
1209,1.2
1210,1.4
1211,2.15
1212,1.2
1213,1.25
1214,1.25
1215,1.15
1216,1.35
1217,1.5499999999999998
1218,1.25
1219,1.05
1220,-0.7
1221,1.3
1222,1.3
1223,1.05
1224,1.4
1225,1.3
1226,1.3
1227,1.15
1228,1.35
1229,1.2
1230,1.15
1231,1.15
1232,1.4
1233,1.15
1234,1.2
1235,-0.7
1236,-0.44999999999999996
1237,1.3
1238,1.4
1239,1.05
1240,1.35
1241,1.45
1242,1.35
1243,1.25
1244,-0.85
1245,-0.6
1246,1.25
1247,1.05
1248,1.65
1249,1.35
1250,1.4
1251,1.65
1252,1.05
1253,-0.6000000000000001
1254,-0.6
1255,1.15
1256,1.15
1257,1.05
1258,1.25
1259,1.4
1260,1.1
1261,-0.7
1262,1.2
1263,1.35
1264,1.3
1265,1.35
1266,-0.65
1267,1.7999999999999998
1268,1.25
1269,1.05
1270,-0.65
1271,1.15
1272,-0.5
1273,-0.65
1274,-0.7
1275,1.5
1276,1.3
1277,1.5
1278,-0.95
1279,1.75
1280,1.4
1281,1.35
1282,-0.30000000000000004
1283,1.5
1284,1.3
1285,-0.55
1286,1.3
1287,1.35
1288,1.3
1289,1.3
1290,-0.65
1291,-0.85
1292,1.25
1293,1.1
1294,1.25
1295,1.4
1296,1.5499999999999998
1297,1.4
1298,1.4500000000000002
1299,1.35
1300,1.15
1301,1.35
1302,1.4
1303,1.15
1304,1.6
1305,1.15
1306,1.45
1307,1.25
1308,1.4
1309,1.25
1310,1.45
1311,1.45
1312,1.35
1313,1.25
1314,1.3
1315,1.4500000000000002
1316,-0.85
1317,1.6
1318,1.15
1319,1.4
1320,1.35
1321,-0.8
1322,1.15
1323,1.45
1324,1.15
1325,1.45
1326,1.25
1327,1.1
1328,1.15
1329,1.15
1330,1.15
1331,1.15
1332,1.2
1333,1.35
1334,1.15
1335,1.15
1336,1.35
1337,1.4
1338,-0.9
1339,1.45
1340,1.2
1341,1.45
1342,1.2
1343,1.15
1344,1.15
1345,-0.9
1346,1.15
1347,1.2
1348,1.2
1349,1.55
1350,1.25
1351,1.2
1352,1.1
1353,1.35
1354,1.5499999999999998
1355,1.35
1356,1.2
1357,1.15
1358,1.25
1359,1.45
1360,1.15
1361,1.3
1362,1.65
1363,1.35
1364,1.3
1365,1.3
1366,1.05
1367,1.2
1368,1.35
1369,1.35
1370,1.15
1371,1.15
1372,-0.6
1373,1.2
1374,-0.44999999999999996
1375,1.15
1376,-0.6000000000000001
1377,1.15
1378,1.4500000000000002
1379,1.4
1380,1.3
1381,1.15
1382,-0.55
1383,-0.25
1384,1.35
1385,1.75
1386,1.05
1387,1.5
1388,1.3
1389,1.2
1390,1.15
1391,1.15
1392,1.25
1393,1.4
1394,-0.8
1395,1.15
1396,-0.75
1397,1.2
1398,1.5
1399,1.05
1400,1.35
1401,-0.8
1402,1.5
1403,-0.6000000000000001
1404,1.1
1405,-0.6
1406,1.7
1407,1.15
1408,1.25
1409,1.4
1410,1.1
1411,1.05
1412,1.25
1413,-0.8
1414,1.4
1415,-0.6
1416,1.6
1417,-0.45000000000000007
1418,1.1
1419,1.15
1420,-0.85
1421,1.25
1422,1.6
1423,1.35
1424,1.5499999999999998
1425,-0.65
1426,-0.4
1427,-0.7
1428,1.1
1429,1.2
1430,1.5
1431,1.1
1432,1.35
1433,1.25
1434,1.25
1435,-0.55
1436,1.35
1437,1.15
1438,1.1
1439,1.25
1440,1.35
1441,-0.65
1442,-0.45000000000000007
1443,-0.4
1444,1.35
1445,1.3
1446,-0.75
1447,1.45
1448,-0.8
1449,1.35
1450,1.35
1451,1.45
1452,1.35
1453,1.15
1454,1.35
1455,1.25
1456,1.15
1457,1.5
1458,1.15
1459,1.1
1460,1.4
1461,-0.5
1462,1.35
1463,1.5
1464,1.3
1465,1.45
1466,1.25
1467,1.3
1468,1.15
1469,1.1
1470,1.15
1471,1.15
1472,1.15
1473,1.15
1474,1.05
1475,1.2
1476,1.35
1477,1.25
1478,1.4
1479,1.35
1480,-0.8
1481,-0.6499999999999999
1482,1.05
1483,1.05
1484,1.05
1485,-0.7
1486,-0.4
1487,1.15
1488,-0.6
1489,1.15
1490,-0.6
1491,1.05
1492,1.5499999999999998
1493,1.15
1494,1.25
1495,1.2
1496,-0.7
1497,1.35
1498,1.4
1499,1.4
1500,1.35
1501,1.45
1502,1.2
1503,1.15
1504,1.35
1505,1.45
1506,1.35
1507,-0.29999999999999993
1508,1.15
1509,-0.5
1510,1.2
1511,1.4
1512,1.2
1513,1.4
1514,-0.5
1515,1.45
1516,-0.85
1517,1.15
1518,1.4
1519,1.15
1520,-0.7
1521,1.5
1522,-0.7
1523,1.2
1524,-0.6
1525,1.3
1526,1.45
1527,-0.3999999999999999
1528,1.2
1529,-0.4
1530,1.5
1531,1.6
1532,1.3
1533,1.3
1534,-0.7
1535,1.2
1536,1.45
1537,1.15
1538,-0.7
1539,1.7999999999999998
1540,1.15
1541,1.5
1542,1.35
1543,1.15
1544,1.05
1545,1.35
1546,1.3
1547,1.5
1548,1.2
1549,1.2
1550,-0.44999999999999996
1551,1.25
1552,1.25
1553,1.15
1554,-0.55
1555,1.15
1556,1.5499999999999998
1557,1.1
1558,1.2
1559,-0.7
1560,1.5
1561,1.3
1562,-0.9
1563,1.4
1564,1.35
1565,1.4
1566,1.3
1567,1.35
1568,1.15
1569,1.15
1570,1.5
1571,1.35
1572,1.4
1573,1.25
1574,-0.5
1575,1.2
